id,round,date,grandPrixId,officialName,qualifyingFormat,circuitId,circuitType,direction,courseLength,turns,laps,distance
1021,3,2020-07-19,hungary,Formula 1 Aramco Magyar Nagydíj 2020,KNOCKOUT,hungaroring,RACE,CLOCKWISE,4.381,14,70,306.63
