time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:15.437,mercedes,mercedes,,,18,valtteri-bottas,1,pirelli,77
1:15.479,mercedes,mercedes,+0.042,+0.042,20,lewis-hamilton,2,pirelli,44
1:15.598,racing-point,bwt-mercedes,+0.119,+0.161,16,sergio-perez,3,pirelli,11
1:15.781,ferrari,ferrari,+0.183,+0.344,19,charles-leclerc,4,pirelli,16
1:16.033,racing-point,bwt-mercedes,+0.252,+0.596,15,lance-stroll,5,pirelli,18
1:16.084,red-bull,honda,+0.051,+0.647,18,max-verstappen,6,pirelli,33
1:16.193,mclaren,renault,+0.109,+0.756,18,lando-norris,7,pirelli,4
1:16.351,ferrari,ferrari,+0.158,+0.914,18,sebastian-vettel,8,pirelli,5
1:16.453,alphatauri,honda,+0.102,+1.016,20,pierre-gasly,9,pirelli,10
1:16.508,renault,renault,+0.055,+1.071,14,daniel-ricciardo,10,pirelli,3
1:16.545,mclaren,renault,+0.037,+1.108,21,carlos-sainz-jr,11,pirelli,55
1:16.582,red-bull,honda,+0.037,+1.145,19,alexander-albon,12,pirelli,23
1:16.706,renault,renault,+0.124,+1.269,20,esteban-ocon,13,pirelli,31
1:16.847,williams,mercedes,+0.141,+1.410,23,george-russell,14,pirelli,63
1:16.866,haas,ferrari,+0.019,+1.429,15,romain-grosjean,15,pirelli,8
1:17.086,haas,ferrari,+0.220,+1.649,14,kevin-magnussen,16,pirelli,20
1:17.292,alphatauri,honda,+0.206,+1.855,15,daniil-kvyat,17,pirelli,26
1:17.496,alfa-romeo,ferrari,+0.204,+2.059,20,antonio-giovinazzi,18,pirelli,99
1:17.527,alfa-romeo,ferrari,+0.031,+2.090,25,kimi-raikkonen,19,pirelli,7
1:17.650,williams,mercedes,+0.123,+2.213,17,nicholas-latifi,20,pirelli,6
