time,constructorId,engineManufacturerId,interval,gap,driverId,position,tyreManufacturerId,lap,driverNumber
1:16.627,mercedes,mercedes,,,lewis-hamilton,1,pirelli,70,44
1:17.665,mercedes,mercedes,+1.038,+1.038,valtteri-bottas,2,pirelli,66,77
1:18.973,racing-point,bwt-mercedes,+1.308,+2.346,lance-stroll,3,pirelli,68,18
1:19.184,red-bull,honda,+0.211,+2.557,max-verstappen,4,pirelli,60,33
1:19.440,red-bull,honda,+0.256,+2.813,alexander-albon,5,pirelli,68,23
1:19.457,mclaren,renault,+0.017,+2.830,carlos-sainz-jr,6,pirelli,67,55
1:19.532,renault,renault,+0.075,+2.905,daniel-ricciardo,7,pirelli,46,3
1:19.945,mclaren,renault,+0.413,+3.318,lando-norris,8,pirelli,42,4
1:19.984,williams,mercedes,+0.039,+3.357,george-russell,9,pirelli,67,63
1:20.090,racing-point,bwt-mercedes,+0.106,+3.463,sergio-perez,10,pirelli,39,11
1:20.096,alfa-romeo,ferrari,+0.006,+3.469,antonio-giovinazzi,11,pirelli,44,99
1:20.232,alfa-romeo,ferrari,+0.136,+3.605,kimi-raikkonen,12,pirelli,61,7
1:20.261,renault,renault,+0.029,+3.634,esteban-ocon,13,pirelli,40,31
1:20.363,ferrari,ferrari,+0.102,+3.736,sebastian-vettel,14,pirelli,49,5
1:20.477,haas,ferrari,+0.114,+3.850,kevin-magnussen,15,pirelli,68,20
1:20.821,ferrari,ferrari,+0.344,+4.194,charles-leclerc,16,pirelli,64,16
1:20.889,haas,ferrari,+0.068,+4.262,romain-grosjean,17,pirelli,67,8
1:20.946,alphatauri,honda,+0.057,+4.319,daniil-kvyat,18,pirelli,51,26
1:21.198,williams,mercedes,+0.252,+4.571,nicholas-latifi,19,pirelli,64,6
1:23.939,alphatauri,honda,+2.741,+7.312,pierre-gasly,20,pirelli,10,10
