engineManufacturerId,constructorId,position,points
mercedes,mercedes,1,121
honda,red-bull,2,55
renault,mclaren,3,41
bwt-mercedes,racing-point,4,40
ferrari,ferrari,5,27
renault,renault,6,12
honda,alphatauri,7,7
ferrari,alfa-romeo,8,2
ferrari,haas,9,1
mercedes,williams,10,0
