constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
mercedes,mercedes,17.1,lewis-hamilton,1,pirelli,44
alpine,renault,16,fernando-alonso,2,pirelli,14
mercedes,mercedes,12.5,george-russell,3,pirelli,63
ferrari,ferrari,11.3,charles-leclerc,4,pirelli,16
ferrari,ferrari,6.4,carlos-sainz-jr,5,pirelli,55
