time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:11.853,red-bull,rbpt,,,29,sergio-perez,1,pirelli,11
1:11.857,ferrari,ferrari,+0.004,+0.004,31,charles-leclerc,2,pirelli,16
1:11.861,red-bull,rbpt,+0.004,+0.008,28,max-verstappen,3,pirelli,1
1:12.039,ferrari,ferrari,+0.178,+0.186,30,carlos-sainz-jr,4,pirelli,55
1:12.040,mercedes,mercedes,+0.001,+0.187,25,lewis-hamilton,5,pirelli,44
1:12.055,mercedes,mercedes,+0.015,+0.202,24,george-russell,6,pirelli,63
1:12.157,aston-martin,mercedes,+0.102,+0.304,30,sebastian-vettel,7,pirelli,5
1:12.314,haas,ferrari,+0.157,+0.461,27,mick-schumacher,8,pirelli,47
1:12.466,alfa-romeo,ferrari,+0.152,+0.613,31,valtteri-bottas,9,pirelli,77
1:12.467,alphatauri,rbpt,+0.001,+0.614,32,pierre-gasly,10,pirelli,10
1:12.554,alpine,renault,+0.087,+0.701,25,fernando-alonso,11,pirelli,14
1:12.633,williams,mercedes,+0.079,+0.780,29,alexander-albon,12,pirelli,23
1:12.705,alpine,renault,+0.072,+0.852,30,esteban-ocon,13,pirelli,31
1:12.759,aston-martin,mercedes,+0.054,+0.906,26,lance-stroll,14,pirelli,18
1:12.955,mclaren,mercedes,+0.196,+1.102,28,lando-norris,15,pirelli,4
1:12.997,haas,ferrari,+0.042,+1.144,25,kevin-magnussen,16,pirelli,20
1:13.019,williams,mercedes,+0.022,+1.166,32,nicholas-latifi,17,pirelli,6
1:13.115,alfa-romeo,ferrari,+0.096,+1.262,30,guanyu-zhou,18,pirelli,24
1:13.347,alphatauri,rbpt,+0.232,+1.494,32,yuki-tsunoda,19,pirelli,22
1:13.359,mclaren,mercedes,+0.012,+1.506,28,daniel-ricciardo,20,pirelli,3
