time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:14.604,alpine,renault,,,28,esteban-ocon,1,pirelli,31
1:14.788,red-bull,rbpt,+0.184,+0.184,36,sergio-perez,2,pirelli,11
1:14.916,mercedes,mercedes,+0.128,+0.312,31,george-russell,3,pirelli,63
1:15.049,alpine,renault,+0.133,+0.445,29,fernando-alonso,4,pirelli,14
1:15.098,red-bull,rbpt,+0.049,+0.494,30,max-verstappen,5,pirelli,1
1:15.137,mercedes,mercedes,+0.039,+0.533,33,lewis-hamilton,6,pirelli,44
1:15.636,alphatauri,rbpt,+0.499,+1.032,32,pierre-gasly,7,pirelli,10
1:15.684,haas,ferrari,+0.048,+1.080,40,mick-schumacher,8,pirelli,47
1:15.815,haas,ferrari,+0.131,+1.211,38,kevin-magnussen,9,pirelli,20
1:15.851,mclaren,mercedes,+0.036,+1.247,25,lando-norris,10,pirelli,4
1:15.856,ferrari,ferrari,+0.005,+1.252,38,carlos-sainz-jr,11,pirelli,55
1:15.865,alphatauri,rbpt,+0.009,+1.261,32,yuki-tsunoda,12,pirelli,22
1:15.868,ferrari,ferrari,+0.003,+1.264,37,charles-leclerc,13,pirelli,16
1:15.994,mclaren,mercedes,+0.126,+1.390,28,daniel-ricciardo,14,pirelli,3
1:16.047,alfa-romeo,ferrari,+0.053,+1.443,34,valtteri-bottas,15,pirelli,77
1:16.181,williams,mercedes,+0.134,+1.577,34,nicholas-latifi,16,pirelli,6
1:16.263,aston-martin,mercedes,+0.082,+1.659,43,lance-stroll,17,pirelli,18
1:16.400,aston-martin,mercedes,+0.137,+1.796,44,sebastian-vettel,18,pirelli,5
1:16.468,alfa-romeo,ferrari,+0.068,+1.864,37,guanyu-zhou,19,pirelli,24
1:16.480,williams,mercedes,+0.012,+1.876,28,logan-sargeant,20,pirelli,45
