time,constructorId,engineManufacturerId,interval,gap,driverId,position,tyreManufacturerId,lap,driverNumber
1:13.785,mercedes,mercedes,,,george-russell,1,pirelli,61,63
1:13.942,mercedes,mercedes,+0.157,+0.157,lewis-hamilton,2,pirelli,63,44
1:13.953,ferrari,ferrari,+0.011,+0.168,carlos-sainz-jr,3,pirelli,65,55
1:14.164,alpine,renault,+0.211,+0.379,fernando-alonso,4,pirelli,62,14
1:14.195,red-bull,rbpt,+0.031,+0.410,max-verstappen,5,pirelli,64,1
1:14.253,ferrari,ferrari,+0.058,+0.468,charles-leclerc,6,pirelli,63,16
1:14.283,red-bull,rbpt,+0.030,+0.498,sergio-perez,7,pirelli,62,11
1:14.831,aston-martin,mercedes,+0.548,+1.046,lance-stroll,8,pirelli,50,18
1:15.093,alpine,renault,+0.262,+1.308,esteban-ocon,9,pirelli,65,31
1:15.251,haas,ferrari,+0.158,+1.466,mick-schumacher,10,pirelli,63,47
1:15.327,williams,mercedes,+0.076,+1.542,nicholas-latifi,11,pirelli,59,6
1:15.327,alphatauri,rbpt,+0.000,+1.542,pierre-gasly,12,pirelli,64,10
1:15.508,alphatauri,rbpt,+0.181,+1.723,yuki-tsunoda,13,pirelli,63,22
1:15.511,alfa-romeo,ferrari,+0.003,+1.726,valtteri-bottas,14,pirelli,62,77
1:15.549,aston-martin,mercedes,+0.038,+1.764,sebastian-vettel,15,pirelli,64,5
1:15.613,williams,mercedes,+0.064,+1.828,alexander-albon,16,pirelli,49,23
1:15.802,alfa-romeo,ferrari,+0.189,+2.017,guanyu-zhou,17,pirelli,64,24
1:15.855,mclaren,mercedes,+0.053,+2.070,lando-norris,18,pirelli,48,4
