engineManufacturerId,constructorId,position,points
rbpt,red-bull,1,719
ferrari,ferrari,2,524
mercedes,mercedes,3,505
renault,alpine,4,167
mercedes,mclaren,5,148
ferrari,alfa-romeo,6,55
mercedes,aston-martin,7,50
ferrari,haas,8,37
rbpt,alphatauri,9,35
mercedes,williams,10,8
