time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:41.935,mercedes,mercedes,,,23,george-russell,1,pirelli,63
1:42.170,mercedes,mercedes,+0.235,+0.235,22,lewis-hamilton,2,pirelli,44
1:42.786,red-bull,rbpt,+0.616,+0.851,24,max-verstappen,3,pirelli,1
1:42.834,red-bull,rbpt,+0.048,+0.899,26,sergio-perez,4,pirelli,11
1:43.187,haas,ferrari,+0.353,+1.252,17,kevin-magnussen,5,pirelli,20
1:43.204,ferrari,ferrari,+0.017,+1.269,23,carlos-sainz-jr,6,pirelli,55
1:43.533,alpine,renault,+0.329,+1.598,14,fernando-alonso,7,pirelli,14
1:43.733,alfa-romeo,ferrari,+0.200,+1.798,20,valtteri-bottas,8,pirelli,77
1:43.884,alpine,renault,+0.151,+1.949,13,esteban-ocon,9,pirelli,31
1:44.525,alfa-romeo,ferrari,+0.641,+2.590,17,guanyu-zhou,10,pirelli,24
1:44.709,ferrari,ferrari,+0.184,+2.774,10,charles-leclerc,11,pirelli,16
1:44.962,williams,mercedes,+0.253,+3.027,16,nicholas-latifi,12,pirelli,6
1:45.039,williams,mercedes,+0.077,+3.104,15,alexander-albon,13,pirelli,23
1:45.257,alphatauri,rbpt,+0.218,+3.322,27,yuki-tsunoda,14,pirelli,22
1:45.261,aston-martin,mercedes,+0.004,+3.326,24,sebastian-vettel,15,pirelli,5
1:45.885,mclaren,mercedes,+0.624,+3.950,11,lando-norris,16,pirelli,4
1:46.030,mclaren,mercedes,+0.145,+4.095,9,daniel-ricciardo,17,pirelli,3
1:46.776,aston-martin,mercedes,+0.746,+4.841,21,lance-stroll,18,pirelli,18
1:47.109,alphatauri,rbpt,+0.333,+5.174,13,pierre-gasly,19,pirelli,10
