time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:42.248,alpine,renault,,,7,fernando-alonso,1,pirelli,14
1:42.563,ferrari,ferrari,+0.315,+0.315,15,carlos-sainz-jr,2,pirelli,55
1:42.634,ferrari,ferrari,+0.071,+0.386,16,charles-leclerc,3,pirelli,16
1:43.022,alpine,renault,+0.388,+0.774,5,esteban-ocon,4,pirelli,31
1:43.258,haas,ferrari,+0.236,+1.010,15,kevin-magnussen,5,pirelli,20
1:43.362,red-bull,rbpt,+0.104,+1.114,4,max-verstappen,6,pirelli,1
1:43.761,haas,ferrari,+0.399,+1.513,13,mick-schumacher,7,pirelli,47
1:43.889,mclaren,mercedes,+0.128,+1.641,7,lando-norris,8,pirelli,4
1:43.969,alfa-romeo,ferrari,+0.080,+1.721,13,valtteri-bottas,9,pirelli,77
1:44.234,red-bull,rbpt,+0.265,+1.986,4,sergio-perez,10,pirelli,11
1:44.429,alfa-romeo,ferrari,+0.195,+2.181,15,guanyu-zhou,11,pirelli,24
1:44.486,mclaren,mercedes,+0.057,+2.238,8,daniel-ricciardo,12,pirelli,3
1:44.558,mercedes,mercedes,+0.072,+2.310,6,lewis-hamilton,13,pirelli,44
1:44.570,aston-martin,mercedes,+0.012,+2.322,10,lance-stroll,14,pirelli,18
1:44.791,williams,mercedes,+0.221,+2.543,9,alexander-albon,15,pirelli,23
1:44.878,alphatauri,rbpt,+0.087,+2.630,12,pierre-gasly,16,pirelli,10
1:45.424,williams,mercedes,+0.546,+3.176,11,nicholas-latifi,17,pirelli,6
1:46.103,mercedes,mercedes,+0.679,+3.855,4,george-russell,18,pirelli,63
1:46.192,alphatauri,rbpt,+0.089,+3.944,16,yuki-tsunoda,19,pirelli,22
1:48.090,aston-martin,mercedes,+1.898,+5.842,8,sebastian-vettel,20,pirelli,5
