time,constructorId,engineManufacturerId,interval,gap,driverId,position,tyreManufacturerId,lap,driverNumber
1:44.411,alfa-romeo,ferrari,,,guanyu-zhou,1,pirelli,20,24
1:44.412,alpine,renault,+0.001,+0.001,fernando-alonso,2,pirelli,25,14
1:44.489,ferrari,ferrari,+0.077,+0.078,charles-leclerc,3,pirelli,10,16
1:44.911,red-bull,rbpt,+0.422,+0.500,max-verstappen,4,pirelli,10,1
1:45.205,aston-martin,mercedes,+0.294,+0.794,lance-stroll,5,pirelli,21,18
1:45.387,alphatauri,rbpt,+0.182,+0.976,pierre-gasly,6,pirelli,22,10
1:45.530,mercedes,mercedes,+0.143,+1.119,lewis-hamilton,7,pirelli,11,44
1:45.893,alphatauri,rbpt,+0.363,+1.482,yuki-tsunoda,8,pirelli,22,22
1:46.120,red-bull,rbpt,+0.227,+1.709,sergio-perez,9,pirelli,11,11
1:46.545,haas,ferrari,+0.425,+2.134,mick-schumacher,10,pirelli,13,47
1:46.559,alpine,renault,+0.014,+2.148,esteban-ocon,11,pirelli,11,31
1:46.964,aston-martin,mercedes,+0.405,+2.553,sebastian-vettel,12,pirelli,13,5
1:47.004,mercedes,mercedes,+0.040,+2.593,george-russell,13,pirelli,21,63
1:47.820,alfa-romeo,ferrari,+0.816,+3.409,valtteri-bottas,14,pirelli,11,77
1:47.843,mclaren,mercedes,+0.023,+3.432,daniel-ricciardo,15,pirelli,11,3
1:48.072,haas,ferrari,+0.229,+3.661,kevin-magnussen,16,pirelli,10,20
1:48.175,mclaren,mercedes,+0.103,+3.764,lando-norris,17,pirelli,8,4
1:48.371,williams,mercedes,+0.196,+3.960,nicholas-latifi,18,pirelli,12,6
