constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
aston-martin,mercedes,16.3,sebastian-vettel,1,pirelli,5
alpine,renault,14.5,esteban-ocon,2,pirelli,31
red-bull,rbpt,13.2,max-verstappen,3,pirelli,1
williams,mercedes,9.7,nicholas-latifi,4,pirelli,6
mercedes,mercedes,7.3,lewis-hamilton,5,pirelli,44
