time,constructorId,engineManufacturerId,gridPenalty,driverId,position,tyreManufacturerId,driverNumber
1:29.304,red-bull,rbpt,,max-verstappen,1,pirelli,1
1:29.314,ferrari,ferrari,,charles-leclerc,2,pirelli,16
1:29.361,ferrari,ferrari,,carlos-sainz-jr,3,pirelli,55
1:29.709,red-bull,rbpt,,sergio-perez,4,pirelli,11
1:30.165,alpine,renault,,esteban-ocon,5,pirelli,31
1:30.261,mercedes,mercedes,,lewis-hamilton,6,pirelli,44
1:30.322,alpine,renault,,fernando-alonso,7,pirelli,14
1:30.389,mercedes,mercedes,,george-russell,8,pirelli,63
1:30.554,aston-martin,mercedes,,sebastian-vettel,9,pirelli,5
1:31.003,mclaren,mercedes,,lando-norris,10,pirelli,4
1:30.659,mclaren,mercedes,,daniel-ricciardo,11,pirelli,3
1:30.709,alfa-romeo,ferrari,,valtteri-bottas,12,pirelli,77
1:30.808,alphatauri,rbpt,,yuki-tsunoda,13,pirelli,22
1:30.953,alfa-romeo,ferrari,,guanyu-zhou,14,pirelli,24
1:31.439,haas,ferrari,,mick-schumacher,15,pirelli,47
1:31.311,williams,mercedes,,alexander-albon,16,pirelli,23
1:31.352,haas,ferrari,,kevin-magnussen,17,pirelli,20
1:31.419,aston-martin,mercedes,,lance-stroll,18,pirelli,18
1:31.511,williams,mercedes,,nicholas-latifi,19,pirelli,6
1:31.322,alphatauri,rbpt,,pierre-gasly,PL,pirelli,10
