engineManufacturerId,constructorId,position,points
rbpt,red-bull,1,619
ferrari,ferrari,2,454
mercedes,mercedes,3,387
renault,alpine,4,143
mercedes,mclaren,5,130
ferrari,alfa-romeo,6,52
mercedes,aston-martin,7,45
ferrari,haas,8,34
rbpt,alphatauri,9,34
mercedes,williams,10,8
