time,constructorId,gridPosition,engineManufacturerId,timePenalty,interval,laps,gap,driverId,reasonRetired,position,points,tyreManufacturerId,driverNumber
2:13:36.410,red-bull,6,honda,,,51,,sergio-perez,,1,25,pirelli,11
2:13:37.795,aston-martin,11,mercedes,,+1.385,51,+1.385,sebastian-vettel,,2,18,pirelli,5
2:13:39.172,alphatauri,4,honda,,+1.377,51,+2.762,pierre-gasly,,3,15,pirelli,10
2:13:40.238,ferrari,1,ferrari,,+1.066,51,+3.828,charles-leclerc,,4,12,pirelli,16
2:13:41.164,mclaren,9,mercedes,,+0.926,51,+4.754,lando-norris,,5,10,pirelli,4
2:13:42.792,alpine,8,renault,,+1.628,51,+6.382,fernando-alonso,,6,8,pirelli,14
2:13:43.034,alphatauri,7,honda,,+0.242,51,+6.624,yuki-tsunoda,,7,6,pirelli,22
2:13:44.119,ferrari,5,ferrari,,+1.085,51,+7.709,carlos-sainz-jr,,8,4,pirelli,55
2:13:45.284,mclaren,13,mercedes,,+1.165,51,+8.874,daniel-ricciardo,,9,2,pirelli,3
2:13:45.986,alfa-romeo,14,ferrari,,+0.702,51,+9.576,kimi-raikkonen,,10,1,pirelli,7
2:13:46.664,alfa-romeo,20,ferrari,,+0.678,51,+10.254,antonio-giovinazzi,,11,,pirelli,99
2:13:47.674,mercedes,10,mercedes,,+1.010,51,+11.264,valtteri-bottas,,12,,pirelli,77
2:13:50.651,haas,17,ferrari,,+2.977,51,+14.241,mick-schumacher,,13,,pirelli,47
2:13:50.725,haas,18,ferrari,,+0.074,51,+14.315,nikita-mazepin,,14,,pirelli,9
2:13:54.078,mercedes,2,mercedes,,+3.353,51,+17.668,lewis-hamilton,,15,,pirelli,44
2:14:18.789,williams,16,mercedes,30.000,+24.711,51,+42.379,nicholas-latifi,,16,,pirelli,6
,williams,15,mercedes,,,48,,george-russell,Gearbox,17,,pirelli,63
,red-bull,3,honda,,,45,,max-verstappen,Tyre,18,,pirelli,33
,aston-martin,19,mercedes,,,29,,lance-stroll,Tyre,DNF,,pirelli,18
,alpine,12,renault,,,3,,esteban-ocon,Turbocharger,DNF,,pirelli,31
