time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:42.251,alphatauri,honda,,,16,pierre-gasly,1,pirelli,10
1:42.595,red-bull,honda,+0.344,+0.344,19,sergio-perez,2,pirelli,11
1:42.697,mercedes,mercedes,+0.102,+0.446,16,lewis-hamilton,3,pirelli,44
1:42.778,ferrari,ferrari,+0.081,+0.527,16,charles-leclerc,4,pirelli,16
1:43.006,ferrari,ferrari,+0.228,+0.755,17,carlos-sainz-jr,5,pirelli,55
1:43.011,mclaren,mercedes,+0.005,+0.760,15,lando-norris,6,pirelli,4
1:43.080,alpine,renault,+0.069,+0.829,15,fernando-alonso,7,pirelli,14
1:43.244,alphatauri,honda,+0.164,+0.993,19,yuki-tsunoda,8,pirelli,22
1:43.294,alpine,renault,+0.050,+1.043,15,esteban-ocon,9,pirelli,31
1:43.557,mclaren,mercedes,+0.263,+1.306,17,daniel-ricciardo,10,pirelli,3
1:43.585,aston-martin,mercedes,+0.028,+1.334,13,sebastian-vettel,11,pirelli,5
1:43.682,aston-martin,mercedes,+0.097,+1.431,13,lance-stroll,12,pirelli,18
1:43.745,mercedes,mercedes,+0.063,+1.494,16,valtteri-bottas,13,pirelli,77
1:43.826,alfa-romeo,ferrari,+0.081,+1.575,17,kimi-raikkonen,14,pirelli,7
1:43.984,red-bull,honda,+0.158,+1.733,6,max-verstappen,15,pirelli,33
1:44.054,williams,mercedes,+0.070,+1.803,17,nicholas-latifi,16,pirelli,6
1:44.113,alfa-romeo,ferrari,+0.059,+1.862,11,antonio-giovinazzi,17,pirelli,99
1:44.434,williams,mercedes,+0.321,+2.183,12,george-russell,18,pirelli,63
1:45.282,haas,ferrari,+0.848,+3.031,17,mick-schumacher,19,pirelli,47
1:45.711,haas,ferrari,+0.429,+3.460,12,nikita-mazepin,20,pirelli,9
