time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:42.115,red-bull,honda,,,22,sergio-perez,1,pirelli,11
1:42.216,red-bull,honda,+0.101,+0.101,23,max-verstappen,2,pirelli,33
1:42.243,ferrari,ferrari,+0.027,+0.128,24,carlos-sainz-jr,3,pirelli,55
1:42.436,ferrari,ferrari,+0.193,+0.321,22,charles-leclerc,4,pirelli,16
1:42.534,alphatauri,honda,+0.098,+0.419,26,pierre-gasly,5,pirelli,10
1:42.693,alpine,renault,+0.159,+0.578,24,fernando-alonso,6,pirelli,14
1:42.941,alfa-romeo,ferrari,+0.248,+0.826,25,antonio-giovinazzi,7,pirelli,99
1:43.018,mclaren,mercedes,+0.077,+0.903,24,lando-norris,8,pirelli,4
1:43.020,alpine,renault,+0.002,+0.905,23,esteban-ocon,9,pirelli,31
1:43.130,alphatauri,honda,+0.110,+1.015,25,yuki-tsunoda,10,pirelli,22
1:43.156,mercedes,mercedes,+0.026,+1.041,24,lewis-hamilton,11,pirelli,44
1:43.220,alfa-romeo,ferrari,+0.064,+1.105,23,kimi-raikkonen,12,pirelli,7
1:43.298,mclaren,mercedes,+0.078,+1.183,23,daniel-ricciardo,13,pirelli,3
1:43.812,aston-martin,mercedes,+0.514,+1.697,21,lance-stroll,14,pirelli,18
1:43.881,aston-martin,mercedes,+0.069,+1.766,22,sebastian-vettel,15,pirelli,5
1:44.184,mercedes,mercedes,+0.303,+2.069,23,valtteri-bottas,16,pirelli,77
1:44.557,williams,mercedes,+0.373,+2.442,24,george-russell,17,pirelli,63
1:45.563,haas,ferrari,+1.006,+3.448,23,nikita-mazepin,18,pirelli,9
1:46.095,haas,ferrari,+0.532,+3.980,12,mick-schumacher,19,pirelli,47
1:46.983,williams,mercedes,+0.888,+4.868,5,nicholas-latifi,20,pirelli,6
