time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:43.184,red-bull,honda,,,19,max-verstappen,1,pirelli,33
1:43.227,ferrari,ferrari,+0.043,+0.043,20,charles-leclerc,2,pirelli,16
1:43.521,ferrari,ferrari,+0.294,+0.337,20,carlos-sainz-jr,3,pirelli,55
1:43.630,red-bull,honda,+0.109,+0.446,17,sergio-perez,4,pirelli,11
1:43.732,mclaren,mercedes,+0.102,+0.548,25,daniel-ricciardo,5,pirelli,3
1:43.757,alphatauri,honda,+0.025,+0.573,23,pierre-gasly,6,pirelli,10
1:43.893,mercedes,mercedes,+0.136,+0.709,20,lewis-hamilton,7,pirelli,44
1:43.996,mclaren,mercedes,+0.103,+0.812,20,lando-norris,8,pirelli,4
1:44.777,alpine,renault,+0.781,+1.593,25,fernando-alonso,9,pirelli,14
1:44.891,mercedes,mercedes,+0.114,+1.707,20,valtteri-bottas,10,pirelli,77
1:44.943,alfa-romeo,ferrari,+0.052,+1.759,18,kimi-raikkonen,11,pirelli,7
1:45.092,alfa-romeo,ferrari,+0.149,+1.908,20,antonio-giovinazzi,12,pirelli,99
1:45.234,aston-martin,mercedes,+0.142,+2.050,23,lance-stroll,13,pirelli,18
1:45.384,alphatauri,honda,+0.150,+2.200,25,yuki-tsunoda,14,pirelli,22
1:45.415,aston-martin,mercedes,+0.031,+2.231,24,sebastian-vettel,15,pirelli,5
1:45.446,alpine,renault,+0.031,+2.262,23,esteban-ocon,16,pirelli,31
1:45.452,williams,mercedes,+0.006,+2.268,24,george-russell,17,pirelli,63
1:45.774,williams,mercedes,+0.322,+2.590,22,nicholas-latifi,18,pirelli,6
1:46.899,haas,ferrari,+1.125,+3.715,20,mick-schumacher,19,pirelli,47
1:46.945,haas,ferrari,+0.046,+3.761,18,nikita-mazepin,20,pirelli,9
