constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
aston-martin,mercedes,41.9,sebastian-vettel,1,pirelli,5
red-bull,honda,18.1,sergio-perez,2,pirelli,11
red-bull,honda,9.1,max-verstappen,3,pirelli,33
mercedes,mercedes,4.9,lewis-hamilton,4,pirelli,44
alphatauri,honda,3.5,pierre-gasly,5,pirelli,10
