engineManufacturerId,constructorId,position,points
honda,red-bull,1,174
mercedes,mercedes,2,148
ferrari,ferrari,3,94
mercedes,mclaren,4,92
honda,alphatauri,5,39
mercedes,aston-martin,6,37
renault,alpine,7,25
ferrari,alfa-romeo,8,2
ferrari,haas,9,0
mercedes,williams,10,0
