id,round,date,grandPrixId,officialName,qualifyingFormat,circuitId,circuitType,direction,courseLength,turns,laps,distance
1041,6,2021-06-06,azerbaijan,Formula 1 Azerbaijan Grand Prix 2021,KNOCKOUT,baku,STREET,ANTI_CLOCKWISE,6.003,20,51,306.049
