q1,constructorId,q2,engineManufacturerId,interval,gap,q3,driverId,laps,position,tyreManufacturerId,driverNumber
1:20.685,mercedes,1:20.032,mercedes,,,1:19.555,valtteri-bottas,18,1,pirelli,77
1:20.543,mercedes,1:19.936,mercedes,+0.096,+0.096,1:19.651,lewis-hamilton,18,2,pirelli,44
1:21.035,red-bull,1:20.229,honda,+0.315,+0.411,1:19.966,max-verstappen,19,3,pirelli,33
1:20.916,mclaren,1:20.059,mercedes,+0.023,+0.434,1:19.989,lando-norris,21,4,pirelli,4
1:21.292,mclaren,1:20.435,mercedes,+0.006,+0.440,1:19.995,daniel-ricciardo,17,5,pirelli,3
1:21.440,alphatauri,1:20.556,honda,+0.265,+0.705,1:20.260,pierre-gasly,16,6,pirelli,10
1:21.118,ferrari,1:20.750,ferrari,+0.202,+0.907,1:20.462,carlos-sainz-jr,18,7,pirelli,55
1:21.219,ferrari,1:20.767,ferrari,+0.048,+0.955,1:20.510,charles-leclerc,18,8,pirelli,16
1:21.308,red-bull,1:20.882,honda,+0.101,+1.056,1:20.611,sergio-perez,20,9,pirelli,11
1:21.197,alfa-romeo,1:20.726,ferrari,+0.197,+1.253,1:20.808,antonio-giovinazzi,16,10,pirelli,99
1:21.394,aston-martin,1:20.913,mercedes,,,,sebastian-vettel,14,11,pirelli,5
1:21.415,aston-martin,1:21.020,mercedes,,,,lance-stroll,13,12,pirelli,18
1:21.487,alpine,1:21.069,renault,,,,fernando-alonso,11,13,pirelli,14
1:21.500,alpine,1:21.103,renault,,,,esteban-ocon,12,14,pirelli,31
1:21.890,williams,1:21.392,mercedes,,,,george-russell,16,15,pirelli,63
1:21.925,williams,,mercedes,,,,nicholas-latifi,10,16,pirelli,6
1:21.973,alphatauri,,honda,,,,yuki-tsunoda,9,17,pirelli,22
1:22.248,haas,,ferrari,,,,mick-schumacher,8,18,pirelli,47
1:22.530,alfa-romeo,,ferrari,,,,robert-kubica,7,19,pirelli,88
1:22.716,haas,,ferrari,,,,nikita-mazepin,9,20,pirelli,9
