driverId,position,points
max-verstappen,1,226.5
lewis-hamilton,2,221.5
valtteri-bottas,3,141
lando-norris,4,132
sergio-perez,5,118
charles-leclerc,6,104
carlos-sainz-jr,7,97.5
daniel-ricciardo,8,83
pierre-gasly,9,66
fernando-alonso,10,50
esteban-ocon,11,45
sebastian-vettel,12,35
lance-stroll,13,24
yuki-tsunoda,14,18
george-russell,15,15
nicholas-latifi,16,7
kimi-raikkonen,17,2
antonio-giovinazzi,18,1
mick-schumacher,19,0
robert-kubica,20,0
nikita-mazepin,21,0
