constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
ferrari,ferrari,21.6,charles-leclerc,1,pirelli,16
mercedes,mercedes,11.9,lewis-hamilton,2,pirelli,44
ferrari,ferrari,10.6,carlos-sainz-jr,3,pirelli,55
red-bull,rbpt,10.2,max-verstappen,4,pirelli,1
alpine,renault,6,fernando-alonso,5,pirelli,14
