id,round,date,grandPrixId,officialName,qualifyingFormat,circuitId,circuitType,direction,courseLength,turns,laps,distance
1066,9,2022-06-19,canada,Formula 1 Grand Prix du Canada 2022,KNOCKOUT,montreal,STREET,CLOCKWISE,4.361,14,70,305.27
