engineManufacturerId,constructorId,position,points
rbpt,red-bull,1,304
ferrari,ferrari,2,228
mercedes,mercedes,3,188
mercedes,mclaren,4,65
renault,alpine,5,57
ferrari,alfa-romeo,6,51
rbpt,alphatauri,7,27
mercedes,aston-martin,8,16
ferrari,haas,9,15
mercedes,williams,10,3
