time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:15.158,red-bull,rbpt,,,27,max-verstappen,1,pirelli,1
1:15.404,ferrari,ferrari,+0.246,+0.246,34,carlos-sainz-jr,2,pirelli,55
1:15.531,alpine,renault,+0.127,+0.373,31,fernando-alonso,3,pirelli,14
1:15.619,red-bull,rbpt,+0.088,+0.461,32,sergio-perez,4,pirelli,11
1:15.666,ferrari,ferrari,+0.047,+0.508,30,charles-leclerc,5,pirelli,16
1:15.822,mercedes,mercedes,+0.156,+0.664,29,george-russell,6,pirelli,63
1:15.877,aston-martin,mercedes,+0.055,+0.719,32,lance-stroll,7,pirelli,18
1:15.877,mercedes,mercedes,+0.000,+0.719,27,lewis-hamilton,8,pirelli,44
1:16.041,aston-martin,mercedes,+0.164,+0.883,33,sebastian-vettel,9,pirelli,5
1:16.083,mclaren,mercedes,+0.042,+0.925,29,daniel-ricciardo,10,pirelli,3
1:16.165,alphatauri,rbpt,+0.082,+1.007,29,pierre-gasly,11,pirelli,10
1:16.211,mclaren,mercedes,+0.046,+1.053,17,lando-norris,12,pirelli,4
1:16.308,williams,mercedes,+0.097,+1.150,29,alexander-albon,13,pirelli,23
1:16.322,alphatauri,rbpt,+0.014,+1.164,33,yuki-tsunoda,14,pirelli,22
1:16.421,alpine,renault,+0.099,+1.263,26,esteban-ocon,15,pirelli,31
1:16.426,alfa-romeo,ferrari,+0.005,+1.268,27,valtteri-bottas,16,pirelli,77
1:17.152,alfa-romeo,ferrari,+0.726,+1.994,30,guanyu-zhou,17,pirelli,24
1:17.223,haas,ferrari,+0.071,+2.065,25,mick-schumacher,18,pirelli,47
1:17.241,williams,mercedes,+0.018,+2.083,33,nicholas-latifi,19,pirelli,6
1:17.555,haas,ferrari,+0.314,+2.397,31,kevin-magnussen,20,pirelli,20
