driverId,position,points
max-verstappen,1,175
sergio-perez,2,129
charles-leclerc,3,126
george-russell,4,111
carlos-sainz-jr,5,102
lewis-hamilton,6,77
lando-norris,7,50
valtteri-bottas,8,46
esteban-ocon,9,39
fernando-alonso,10,18
pierre-gasly,11,16
kevin-magnussen,12,15
daniel-ricciardo,13,15
sebastian-vettel,14,13
yuki-tsunoda,15,11
guanyu-zhou,16,5
alexander-albon,17,3
lance-stroll,18,3
mick-schumacher,19,0
nico-hulkenberg,20,0
nicholas-latifi,21,0
