q1,constructorId,q2,engineManufacturerId,interval,gap,q3,driverId,laps,position,tyreManufacturerId,driverNumber
1:32.219,red-bull,1:23.746,rbpt,,,1:21.299,max-verstappen,30,1,pirelli,1
1:32.277,alpine,1:24.848,renault,+0.645,+0.645,1:21.944,fernando-alonso,29,2,pirelli,14
1:32.781,ferrari,1:25.197,ferrari,+0.152,+0.797,1:22.096,carlos-sainz-jr,29,3,pirelli,55
1:33.841,mercedes,1:25.543,mercedes,+0.795,+1.592,1:22.891,lewis-hamilton,31,4,pirelli,44
1:32.957,haas,1:26.254,ferrari,+0.069,+1.661,1:22.960,kevin-magnussen,31,5,pirelli,20
1:33.707,haas,1:25.684,ferrari,+0.396,+2.057,1:23.356,mick-schumacher,31,6,pirelli,47
1:33.012,alpine,1:26.135,renault,+0.173,+2.230,1:23.529,esteban-ocon,30,7,pirelli,31
1:33.160,mercedes,1:24.950,mercedes,+0.028,+2.258,1:23.557,george-russell,30,8,pirelli,63
1:33.636,mclaren,1:26.375,mercedes,+0.192,+2.450,1:23.749,daniel-ricciardo,30,9,pirelli,3
1:33.692,alfa-romeo,1:26.116,ferrari,+0.281,+2.731,1:24.030,guanyu-zhou,31,10,pirelli,24
1:33.689,alfa-romeo,1:26.788,ferrari,,,,valtteri-bottas,21,11,pirelli,77
1:34.047,williams,1:26.858,mercedes,,,,alexander-albon,21,12,pirelli,23
1:33.929,red-bull,1:33.127,rbpt,,,,sergio-perez,14,13,pirelli,11
1:34.066,mclaren,,mercedes,,,,lando-norris,15,14,pirelli,4
1:33.008,ferrari,,ferrari,,,,charles-leclerc,10,15,pirelli,16
1:34.492,alphatauri,,rbpt,,,,pierre-gasly,11,16,pirelli,10
1:34.512,aston-martin,,mercedes,,,,sebastian-vettel,12,17,pirelli,5
1:35.532,aston-martin,,mercedes,,,,lance-stroll,11,18,pirelli,18
1:35.660,williams,,mercedes,,,,nicholas-latifi,11,19,pirelli,6
1:36.575,alphatauri,,rbpt,,,,yuki-tsunoda,4,20,pirelli,22
