time,constructorId,engineManufacturerId,stop,driverId,position,tyreManufacturerId,lap,driverNumber
23.406,aston-martin,mercedes,1,sebastian-vettel,1,pirelli,5,5
23.557,alphatauri,rbpt,1,pierre-gasly,2,pirelli,5,10
38.262,haas,ferrari,1,kevin-magnussen,3,pirelli,7,20
24.217,red-bull,rbpt,1,max-verstappen,4,pirelli,9,1
23.845,mercedes,mercedes,1,lewis-hamilton,5,pirelli,9,44
23.248,alphatauri,rbpt,1,yuki-tsunoda,6,pirelli,9,22
24.020,williams,mercedes,1,nicholas-latifi,7,pirelli,9,6
23.804,williams,mercedes,1,alexander-albon,8,pirelli,18,23
23.951,mercedes,mercedes,1,george-russell,9,pirelli,19,63
25.684,alpine,renault,1,esteban-ocon,10,pirelli,19,31
24.281,alfa-romeo,ferrari,1,guanyu-zhou,11,pirelli,19,24
27.937,mclaren,mercedes,1,daniel-ricciardo,12,pirelli,19,3
43.032,mclaren,mercedes,1,lando-norris,13,pirelli,19,4
23.681,aston-martin,mercedes,2,sebastian-vettel,14,pirelli,19,5
24.215,ferrari,ferrari,1,carlos-sainz-jr,15,pirelli,20,55
23.779,alpine,renault,1,fernando-alonso,16,pirelli,28,14
23.613,alphatauri,rbpt,2,pierre-gasly,17,pirelli,36,10
30.034,williams,mercedes,2,nicholas-latifi,18,pirelli,37,6
26.199,ferrari,ferrari,1,charles-leclerc,19,pirelli,41,16
23.704,red-bull,rbpt,2,max-verstappen,20,pirelli,43,1
24.134,mclaren,mercedes,2,lando-norris,21,pirelli,42,4
23.841,mercedes,mercedes,2,lewis-hamilton,22,pirelli,44,44
24.069,mercedes,mercedes,2,george-russell,23,pirelli,45,63
25.252,aston-martin,mercedes,1,lance-stroll,24,pirelli,47,18
23.450,alphatauri,rbpt,2,yuki-tsunoda,25,pirelli,47,22
24.881,ferrari,ferrari,2,carlos-sainz-jr,26,pirelli,49,55
23.530,williams,mercedes,2,alexander-albon,27,pirelli,48,23
23.945,alpine,renault,2,esteban-ocon,28,pirelli,49,31
25.139,alpine,renault,2,fernando-alonso,29,pirelli,49,14
26.089,alfa-romeo,ferrari,1,valtteri-bottas,30,pirelli,49,77
23.980,alfa-romeo,ferrari,2,guanyu-zhou,31,pirelli,49,24
24.833,mclaren,mercedes,2,daniel-ricciardo,32,pirelli,49,3
