constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
williams,mercedes,24.8,nyck-de-vries,1,pirelli,45
ferrari,ferrari,21.1,carlos-sainz-jr,2,pirelli,55
red-bull,rbpt,13.2,max-verstappen,3,pirelli,1
mercedes,mercedes,11.1,lewis-hamilton,4,pirelli,44
ferrari,ferrari,7.4,charles-leclerc,5,pirelli,16
