engineManufacturerId,constructorId,position,points
rbpt,red-bull,1,545
ferrari,ferrari,2,406
mercedes,mercedes,3,371
renault,alpine,4,125
mercedes,mclaren,5,107
ferrari,alfa-romeo,6,52
ferrari,haas,7,34
rbpt,alphatauri,8,33
mercedes,aston-martin,9,25
mercedes,williams,10,6
