time,constructorId,engineManufacturerId,gridPenalty,driverId,position,tyreManufacturerId,driverNumber
1:20.161,ferrari,ferrari,,charles-leclerc,1,pirelli,16
1:21.542,mercedes,mercedes,,george-russell,2,pirelli,63
1:21.584,mclaren,mercedes,,lando-norris,3,pirelli,4
1:21.925,mclaren,mercedes,,daniel-ricciardo,4,pirelli,3
1:22.648,alphatauri,rbpt,,pierre-gasly,5,pirelli,10
,alpine,renault,,fernando-alonso,6,pirelli,14
1:20.306,red-bull,rbpt,5,max-verstappen,7,pirelli,1
1:22.471,williams,mercedes,,nyck-de-vries,8,pirelli,45
1:22.577,alfa-romeo,ferrari,,guanyu-zhou,9,pirelli,24
1:22.587,williams,mercedes,,nicholas-latifi,10,pirelli,6
1:22.636,aston-martin,mercedes,,sebastian-vettel,11,pirelli,5
1:22.748,aston-martin,mercedes,,lance-stroll,12,pirelli,18
1:21.206,red-bull,rbpt,10,sergio-perez,13,pirelli,11
1:22.130,alpine,renault,5,esteban-ocon,14,pirelli,31
1:22.235,alfa-romeo,ferrari,15,valtteri-bottas,15,pirelli,77
1:22.908,haas,ferrari,15,kevin-magnussen,16,pirelli,20
1:23.005,haas,ferrari,15,mick-schumacher,17,pirelli,47
1:20.429,ferrari,ferrari,SFB,carlos-sainz-jr,18,pirelli,55
1:21.524,mercedes,mercedes,SFB,lewis-hamilton,19,pirelli,44
,alphatauri,rbpt,SFB,yuki-tsunoda,20,pirelli,22
