time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:21.664,ferrari,ferrari,,,24,carlos-sainz-jr,1,pirelli,55
1:21.807,red-bull,rbpt,+0.143,+0.143,27,max-verstappen,2,pirelli,1
1:21.857,ferrari,ferrari,+0.050,+0.193,23,charles-leclerc,3,pirelli,16
1:22.338,mclaren,mercedes,+0.481,+0.674,29,lando-norris,4,pirelli,4
1:22.386,mercedes,mercedes,+0.048,+0.722,24,george-russell,5,pirelli,63
1:22.394,red-bull,rbpt,+0.008,+0.730,26,sergio-perez,6,pirelli,11
1:22.503,mercedes,mercedes,+0.109,+0.839,25,lewis-hamilton,7,pirelli,44
1:22.728,alpine,renault,+0.225,+1.064,29,esteban-ocon,8,pirelli,31
1:22.752,alpine,renault,+0.024,+1.088,28,fernando-alonso,9,pirelli,14
1:22.835,williams,mercedes,+0.083,+1.171,24,alexander-albon,10,pirelli,23
1:22.911,mclaren,mercedes,+0.076,+1.247,26,daniel-ricciardo,11,pirelli,3
1:22.938,alfa-romeo,ferrari,+0.027,+1.274,30,guanyu-zhou,12,pirelli,24
1:22.993,alfa-romeo,ferrari,+0.055,+1.329,26,valtteri-bottas,13,pirelli,77
1:23.135,alphatauri,rbpt,+0.142,+1.471,25,pierre-gasly,14,pirelli,10
1:23.217,alphatauri,rbpt,+0.082,+1.553,31,yuki-tsunoda,15,pirelli,22
1:23.557,haas,ferrari,+0.340,+1.893,25,kevin-magnussen,16,pirelli,20
1:23.731,aston-martin,mercedes,+0.174,+2.067,26,sebastian-vettel,17,pirelli,5
1:23.785,aston-martin,mercedes,+0.054,+2.121,27,lance-stroll,18,pirelli,18
1:23.982,williams,mercedes,+0.197,+2.318,23,nicholas-latifi,19,pirelli,6
1:24.586,haas,ferrari,+0.604,+2.922,9,mick-schumacher,20,pirelli,47
