time,constructorId,engineManufacturerId,interval,gap,driverId,position,tyreManufacturerId,lap,driverNumber
1:24.030,red-bull,rbpt,,,sergio-perez,1,pirelli,46,11
1:24.336,ferrari,ferrari,+0.306,+0.306,charles-leclerc,2,pirelli,38,16
1:24.434,mercedes,mercedes,+0.098,+0.404,lewis-hamilton,3,pirelli,43,44
1:24.446,ferrari,ferrari,+0.012,+0.416,carlos-sainz-jr,4,pirelli,41,55
1:24.718,mclaren,mercedes,+0.272,+0.688,lando-norris,5,pirelli,43,4
1:24.745,red-bull,rbpt,+0.027,+0.715,max-verstappen,6,pirelli,38,1
1:25.288,mercedes,mercedes,+0.543,+1.258,george-russell,7,pirelli,40,63
1:25.298,haas,ferrari,+0.010,+1.268,mick-schumacher,8,pirelli,43,47
1:25.706,alfa-romeo,ferrari,+0.408,+1.676,valtteri-bottas,9,pirelli,45,77
1:26.361,alfa-romeo,ferrari,+0.655,+2.331,guanyu-zhou,10,pirelli,41,24
1:26.593,alpine,renault,+0.232,+2.563,esteban-ocon,11,pirelli,37,31
1:26.603,mclaren,mercedes,+0.010,+2.573,daniel-ricciardo,12,pirelli,39,3
1:26.624,williams,mercedes,+0.021,+2.594,nyck-de-vries,13,pirelli,41,45
1:26.718,alphatauri,rbpt,+0.094,+2.688,pierre-gasly,14,pirelli,30,10
1:26.798,williams,mercedes,+0.080,+2.768,nicholas-latifi,15,pirelli,17,6
1:26.798,haas,ferrari,+0.000,+2.768,kevin-magnussen,16,pirelli,37,20
1:26.857,alphatauri,rbpt,+0.059,+2.827,yuki-tsunoda,17,pirelli,43,22
1:27.203,alpine,renault,+0.346,+3.173,fernando-alonso,18,pirelli,7,14
1:27.467,aston-martin,mercedes,+0.264,+3.437,lance-stroll,19,pirelli,34,18
1:27.501,aston-martin,mercedes,+0.034,+3.471,sebastian-vettel,20,pirelli,4,5
