time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:33.930,ferrari,ferrari,,,23,charles-leclerc,1,pirelli,16
1:34.021,red-bull,rbpt,+0.091,+0.091,19,max-verstappen,2,pirelli,1
1:34.268,ferrari,ferrari,+0.247,+0.338,21,carlos-sainz-jr,3,pirelli,55
1:34.881,mercedes,mercedes,+0.613,+0.951,25,george-russell,4,pirelli,63
1:34.979,alphatauri,rbpt,+0.098,+1.049,21,pierre-gasly,5,pirelli,10
1:35.174,red-bull,rbpt,+0.195,+1.244,21,sergio-perez,6,pirelli,11
1:35.232,mclaren,mercedes,+0.058,+1.302,21,lando-norris,7,pirelli,4
1:35.414,williams,mercedes,+0.182,+1.484,24,alexander-albon,8,pirelli,23
1:35.426,mercedes,mercedes,+0.012,+1.496,23,nyck-de-vries,9,pirelli,19
1:35.660,mclaren,mercedes,+0.234,+1.730,21,daniel-ricciardo,10,pirelli,3
1:35.676,alfa-romeo,ferrari,+0.016,+1.746,21,guanyu-zhou,11,pirelli,24
1:35.810,aston-martin,mercedes,+0.134,+1.880,19,lance-stroll,12,pirelli,18
1:35.828,alpine,renault,+0.018,+1.898,21,esteban-ocon,13,pirelli,31
1:35.851,aston-martin,mercedes,+0.023,+1.921,24,sebastian-vettel,14,pirelli,5
1:35.875,alpine,renault,+0.024,+1.945,22,fernando-alonso,15,pirelli,14
1:36.022,haas,ferrari,+0.147,+2.092,19,mick-schumacher,16,pirelli,47
1:36.104,haas,ferrari,+0.082,+2.174,22,kevin-magnussen,17,pirelli,20
1:36.127,alphatauri,rbpt,+0.023,+2.197,26,yuki-tsunoda,18,pirelli,22
1:36.332,alfa-romeo,ferrari,+0.205,+2.402,19,robert-kubica,19,pirelli,88
1:37.043,williams,mercedes,+0.711,+3.113,23,nicholas-latifi,20,pirelli,6
