engineManufacturerId,constructorId,position,points
rbpt,red-bull,1,396
ferrari,ferrari,2,314
mercedes,mercedes,3,270
renault,alpine,4,93
mercedes,mclaren,5,89
ferrari,alfa-romeo,6,51
ferrari,haas,7,34
rbpt,alphatauri,8,27
mercedes,aston-martin,9,19
mercedes,williams,10,3
