time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:32.272,red-bull,rbpt,,,23,max-verstappen,1,pirelli,1
1:32.626,ferrari,ferrari,+0.354,+0.354,14,carlos-sainz-jr,2,pirelli,55
1:32.909,ferrari,ferrari,+0.283,+0.637,20,charles-leclerc,3,pirelli,16
1:33.255,mercedes,mercedes,+0.346,+0.983,22,lewis-hamilton,4,pirelli,44
1:33.293,red-bull,rbpt,+0.038,+1.021,25,sergio-perez,5,pirelli,11
1:33.376,mercedes,mercedes,+0.083,+1.104,18,george-russell,6,pirelli,63
1:33.505,alpine,renault,+0.129,+1.233,18,fernando-alonso,7,pirelli,14
1:33.558,williams,mercedes,+0.053,+1.286,19,alexander-albon,8,pirelli,23
1:33.669,mclaren,mercedes,+0.111,+1.397,16,lando-norris,9,pirelli,4
1:33.751,alphatauri,rbpt,+0.082,+1.479,19,yuki-tsunoda,10,pirelli,22
1:33.788,mclaren,mercedes,+0.037,+1.516,17,daniel-ricciardo,11,pirelli,3
1:33.841,williams,mercedes,+0.053,+1.569,16,nicholas-latifi,12,pirelli,6
1:33.869,alphatauri,rbpt,+0.028,+1.597,18,pierre-gasly,13,pirelli,10
1:33.872,alfa-romeo,ferrari,+0.003,+1.600,20,valtteri-bottas,14,pirelli,77
1:33.911,alfa-romeo,ferrari,+0.039,+1.639,19,guanyu-zhou,15,pirelli,24
1:34.031,haas,ferrari,+0.120,+1.759,23,kevin-magnussen,16,pirelli,20
1:34.122,alpine,renault,+0.091,+1.850,18,esteban-ocon,17,pirelli,31
1:34.177,aston-martin,mercedes,+0.055,+1.905,20,lance-stroll,18,pirelli,18
1:34.222,haas,ferrari,+0.045,+1.950,12,mick-schumacher,19,pirelli,47
1:34.536,aston-martin,mercedes,+0.314,+2.264,11,sebastian-vettel,20,pirelli,5
