time,constructorId,engineManufacturerId,interval,gap,driverId,position,tyreManufacturerId,lap,driverNumber
1:35.781,ferrari,ferrari,,,carlos-sainz-jr,1,pirelli,51,55
1:37.491,red-bull,rbpt,+1.710,+1.710,max-verstappen,2,pirelli,30,1
1:37.548,mercedes,mercedes,+0.057,+1.767,george-russell,3,pirelli,51,63
1:37.668,mercedes,mercedes,+0.120,+1.887,lewis-hamilton,4,pirelli,30,44
1:37.780,red-bull,rbpt,+0.112,+1.999,sergio-perez,5,pirelli,45,11
1:37.963,alfa-romeo,ferrari,+0.183,+2.182,valtteri-bottas,6,pirelli,52,77
1:38.088,ferrari,ferrari,+0.125,+2.307,charles-leclerc,7,pirelli,4,16
1:38.160,alpine,renault,+0.072,+2.379,fernando-alonso,8,pirelli,53,14
1:38.684,alpine,renault,+0.524,+2.903,esteban-ocon,9,pirelli,53,31
1:38.786,alphatauri,rbpt,+0.102,+3.005,pierre-gasly,10,pirelli,53,10
1:39.037,mclaren,mercedes,+0.251,+3.256,lando-norris,11,pirelli,43,4
1:39.044,aston-martin,mercedes,+0.007,+3.263,sebastian-vettel,12,pirelli,43,5
1:39.068,haas,ferrari,+0.024,+3.287,mick-schumacher,13,pirelli,48,47
1:39.133,mclaren,mercedes,+0.065,+3.352,daniel-ricciardo,14,pirelli,27,3
1:39.185,aston-martin,mercedes,+0.052,+3.404,lance-stroll,15,pirelli,52,18
1:39.199,williams,mercedes,+0.014,+3.418,alexander-albon,16,pirelli,53,23
1:39.265,haas,ferrari,+0.066,+3.484,kevin-magnussen,17,pirelli,11,20
1:39.368,alfa-romeo,ferrari,+0.103,+3.587,guanyu-zhou,18,pirelli,25,24
1:39.650,williams,mercedes,+0.282,+3.869,nicholas-latifi,19,pirelli,40,6
1:40.216,alphatauri,rbpt,+0.566,+4.435,yuki-tsunoda,20,pirelli,4,22
