driverId,position,points
max-verstappen,1,44
sergio-perez,2,43
fernando-alonso,3,30
carlos-sainz-jr,4,20
lewis-hamilton,5,20
george-russell,6,18
lance-stroll,7,8
charles-leclerc,8,6
valtteri-bottas,9,4
esteban-ocon,10,4
pierre-gasly,11,4
kevin-magnussen,12,1
alexander-albon,13,1
yuki-tsunoda,14,0
nico-hulkenberg,15,0
logan-sargeant,16,0
guanyu-zhou,17,0
nyck-de-vries,18,0
oscar-piastri,19,0
lando-norris,20,0
