constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
red-bull,honda-rbpt,26.3,max-verstappen,1,pirelli,1
red-bull,honda-rbpt,19.8,sergio-perez,2,pirelli,11
aston-martin,mercedes,14.6,fernando-alonso,3,pirelli,14
ferrari,ferrari,7.2,charles-leclerc,4,pirelli,16
mercedes,mercedes,6.7,lewis-hamilton,5,pirelli,44
