engineManufacturerId,constructorId,position,points
honda-rbpt,red-bull,1,87
mercedes,aston-martin,2,38
mercedes,mercedes,3,38
ferrari,ferrari,4,26
renault,alpine,5,8
ferrari,alfa-romeo,6,4
ferrari,haas,7,1
mercedes,williams,8,1
honda-rbpt,alphatauri,9,0
mercedes,mclaren,10,0
