driverId,position,points
max-verstappen,1,185
lewis-hamilton,2,177
lando-norris,3,113
valtteri-bottas,4,108
sergio-perez,5,104
charles-leclerc,6,80
carlos-sainz-jr,7,68
daniel-ricciardo,8,50
pierre-gasly,9,39
sebastian-vettel,10,30
fernando-alonso,11,26
lance-stroll,12,18
esteban-ocon,13,14
yuki-tsunoda,14,10
kimi-raikkonen,15,1
antonio-giovinazzi,16,1
george-russell,17,0
mick-schumacher,18,0
nikita-mazepin,19,0
nicholas-latifi,20,0
