time,constructorId,engineManufacturerId,interval,gap,driverId,position,tyreManufacturerId,lap,driverNumber
1:28.617,red-bull,honda,,,sergio-perez,1,pirelli,50,11
1:29.699,mercedes,mercedes,+1.082,+1.082,lewis-hamilton,2,pirelli,45,44
1:30.266,alphatauri,honda,+0.567,+1.649,pierre-gasly,3,pirelli,52,10
1:30.524,mercedes,mercedes,+0.258,+1.907,valtteri-bottas,4,pirelli,45,77
1:30.569,ferrari,ferrari,+0.045,+1.952,charles-leclerc,5,pirelli,45,16
1:30.826,alphatauri,honda,+0.257,+2.209,yuki-tsunoda,6,pirelli,51,22
1:31.223,ferrari,ferrari,+0.397,+2.606,carlos-sainz-jr,7,pirelli,51,55
1:31.284,mclaren,mercedes,+0.061,+2.667,daniel-ricciardo,8,pirelli,51,3
1:31.420,mclaren,mercedes,+0.136,+2.803,lando-norris,9,pirelli,44,4
1:31.698,alpine,renault,+0.278,+3.081,fernando-alonso,10,pirelli,48,14
1:31.895,alfa-romeo,ferrari,+0.197,+3.278,kimi-raikkonen,11,pirelli,48,7
1:31.992,aston-martin,mercedes,+0.097,+3.375,lance-stroll,12,pirelli,48,18
1:32.049,williams,mercedes,+0.057,+3.432,george-russell,13,pirelli,49,63
1:32.210,alpine,renault,+0.161,+3.593,esteban-ocon,14,pirelli,48,31
1:32.346,alfa-romeo,ferrari,+0.136,+3.729,antonio-giovinazzi,15,pirelli,49,99
1:32.477,williams,mercedes,+0.131,+3.860,nicholas-latifi,16,pirelli,51,6
1:32.862,haas,ferrari,+0.385,+4.245,mick-schumacher,17,pirelli,50,47
1:32.909,haas,ferrari,+0.047,+4.292,nikita-mazepin,18,pirelli,51,9
1:33.059,aston-martin,mercedes,+0.150,+4.442,sebastian-vettel,19,pirelli,35,5
