engineManufacturerId,constructorId,position,points
honda,red-bull,1,289
mercedes,mercedes,2,285
mercedes,mclaren,3,163
ferrari,ferrari,4,148
honda,alphatauri,5,49
mercedes,aston-martin,6,48
renault,alpine,7,40
ferrari,alfa-romeo,8,2
mercedes,williams,9,0
ferrari,haas,10,0
