engineManufacturerId,constructorId,position,points
mercedes,mclaren,1,544
honda-rbpt,red-bull,2,504
ferrari,ferrari,3,496
mercedes,mercedes,4,344
mercedes,aston-martin,5,86
ferrari,haas,6,38
honda-rbpt,rb,7,36
mercedes,williams,8,17
renault,alpine,9,13
ferrari,kick-sauber,10,0
