engineManufacturerId,constructorId,position,points
mercedes,mercedes,1,310.5
honda,red-bull,2,303.5
mercedes,mclaren,3,169
ferrari,ferrari,4,165.5
renault,alpine,5,80
honda,alphatauri,6,72
mercedes,aston-martin,7,53
mercedes,williams,8,20
ferrari,alfa-romeo,9,3
ferrari,haas,10,0
