id,round,date,grandPrixId,officialName,qualifyingFormat,circuitId,circuitType,direction,courseLength,turns,laps,distance,scheduledLaps,scheduledDistance
1047,12,2021-08-29,belgium,Formula 1 Rolex Belgian Grand Prix 2021,KNOCKOUT,spa-francorchamps,RACE,CLOCKWISE,7.004,19,1,6.88,44,308.052
