time,constructorId,gridPosition,engineManufacturerId,timePenalty,interval,laps,gap,driverId,reasonRetired,position,points,tyreManufacturerId,driverNumber
3:27.071,red-bull,1,honda,,,1,,max-verstappen,,1,12.5,pirelli,33
3:29.066,williams,2,mercedes,,+1.995,1,+1.995,george-russell,,2,9,pirelli,63
3:29.672,mercedes,3,mercedes,,+0.606,1,+2.601,lewis-hamilton,,3,7.5,pirelli,44
3:31.567,mclaren,4,mercedes,,+1.895,1,+4.496,daniel-ricciardo,,4,6,pirelli,3
3:34.550,aston-martin,5,mercedes,,+2.983,1,+7.479,sebastian-vettel,,5,5,pirelli,5
3:37.248,alphatauri,6,honda,,+2.698,1,+10.177,pierre-gasly,,6,4,pirelli,10
3:38.650,alpine,8,renault,,+1.402,1,+11.579,esteban-ocon,,7,3,pirelli,31
3:39.679,ferrari,9,ferrari,,+1.029,1,+12.608,charles-leclerc,,8,2,pirelli,16
3:42.555,williams,10,mercedes,,+2.876,1,+15.484,nicholas-latifi,,9,1,pirelli,6
3:43.237,ferrari,11,ferrari,,+0.682,1,+16.166,carlos-sainz-jr,,10,0.5,pirelli,55
3:47.661,alpine,12,renault,,+4.424,1,+20.590,fernando-alonso,,11,,pirelli,14
3:49.485,mercedes,13,mercedes,,+1.824,1,+22.414,valtteri-bottas,,12,,pirelli,77
3:51.234,alfa-romeo,14,ferrari,,+1.749,1,+24.163,antonio-giovinazzi,,13,,pirelli,99
3:54.180,mclaren,15,mercedes,,+2.946,1,+27.109,lando-norris,,14,,pirelli,4
3:55.400,alphatauri,16,honda,,+1.220,1,+28.329,yuki-tsunoda,,15,,pirelli,22
3:56.578,haas,17,ferrari,,+1.178,1,+29.507,mick-schumacher,,16,,pirelli,47
3:59.064,haas,18,ferrari,,+2.486,1,+31.993,nikita-mazepin,,17,,pirelli,9
4:03.125,alfa-romeo,PL,ferrari,,+4.061,1,+36.054,kimi-raikkonen,,18,,pirelli,7
4:05.276,red-bull,PL,honda,,+2.151,1,+38.205,sergio-perez,,19,,pirelli,11
4:11.179,aston-martin,19,mercedes,10.000,+5.903,1,+44.108,lance-stroll,,20,,pirelli,18
