time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:56.924,red-bull,honda,,,10,max-verstappen,1,pirelli,33
1:57.871,red-bull,honda,+0.947,+0.947,7,sergio-perez,2,pirelli,11
1:57.996,mercedes,mercedes,+0.125,+1.072,9,lewis-hamilton,3,pirelli,44
1:58.509,mclaren,mercedes,+0.513,+1.585,11,lando-norris,4,pirelli,4
1:58.913,alpine,renault,+0.404,+1.989,15,esteban-ocon,5,pirelli,31
1:59.205,aston-martin,mercedes,+0.292,+2.281,16,lance-stroll,6,pirelli,18
1:59.324,alphatauri,honda,+0.119,+2.400,14,pierre-gasly,7,pirelli,10
1:59.436,aston-martin,mercedes,+0.112,+2.512,15,sebastian-vettel,8,pirelli,5
1:59.492,williams,mercedes,+0.056,+2.568,9,george-russell,9,pirelli,63
1:59.613,alpine,renault,+0.121,+2.689,16,fernando-alonso,10,pirelli,14
1:59.808,mercedes,mercedes,+0.195,+2.884,14,valtteri-bottas,11,pirelli,77
1:59.981,williams,mercedes,+0.173,+3.057,11,nicholas-latifi,12,pirelli,6
2:00.456,mclaren,mercedes,+0.475,+3.532,13,daniel-ricciardo,13,pirelli,3
2:00.749,ferrari,ferrari,+0.293,+3.825,17,carlos-sainz-jr,14,pirelli,55
2:01.269,haas,ferrari,+0.520,+4.345,18,mick-schumacher,15,pirelli,47
2:01.370,ferrari,ferrari,+0.101,+4.446,14,charles-leclerc,16,pirelli,16
2:01.510,alphatauri,honda,+0.140,+4.586,20,yuki-tsunoda,17,pirelli,22
2:01.512,alfa-romeo,ferrari,+0.002,+4.588,20,antonio-giovinazzi,18,pirelli,99
2:01.792,haas,ferrari,+0.280,+4.868,19,nikita-mazepin,19,pirelli,9
2:04.382,alfa-romeo,ferrari,+2.590,+7.458,3,kimi-raikkonen,20,pirelli,7
