time,constructorId,engineManufacturerId,gridPenalty,driverId,position,tyreManufacturerId,driverNumber
1:59.765,red-bull,honda,,max-verstappen,1,pirelli,33
2:00.086,williams,mercedes,,george-russell,2,pirelli,63
2:00.099,mercedes,mercedes,,lewis-hamilton,3,pirelli,44
2:00.864,mclaren,mercedes,,daniel-ricciardo,4,pirelli,3
2:00.935,aston-martin,mercedes,,sebastian-vettel,5,pirelli,5
2:01.164,alphatauri,honda,,pierre-gasly,6,pirelli,10
2:02.112,red-bull,honda,,sergio-perez,7,pirelli,11
2:03.513,alpine,renault,,esteban-ocon,8,pirelli,31
1:57.721,ferrari,ferrari,,charles-leclerc,9,pirelli,16
1:58.056,williams,mercedes,,nicholas-latifi,10,pirelli,6
1:58.137,ferrari,ferrari,,carlos-sainz-jr,11,pirelli,55
1:58.205,alpine,renault,,fernando-alonso,12,pirelli,14
2:02.502,mercedes,mercedes,5,valtteri-bottas,13,pirelli,77
2:02.306,alfa-romeo,ferrari,,antonio-giovinazzi,14,pirelli,99
,mclaren,mercedes,5,lando-norris,15,pirelli,4
2:02.413,alphatauri,honda,,yuki-tsunoda,16,pirelli,22
2:03.973,haas,ferrari,,mick-schumacher,17,pirelli,47
2:04.939,haas,ferrari,,nikita-mazepin,18,pirelli,9
1:58.231,aston-martin,mercedes,5,lance-stroll,19,pirelli,18
2:04.452,alfa-romeo,ferrari,,kimi-raikkonen,PL,pirelli,7
