id,round,date,time,grandPrixId,officialName,qualifyingFormat,circuitId,circuitType,direction,courseLength,turns,laps,distance,freePractice1Date,freePractice1Time,freePractice2Date,freePractice2Time,freePractice3Date,freePractice3Time,qualifyingDate,qualifyingTime
1105,4,2024-04-07,05:00,japan,Formula 1 MSC Cruises Japanese Grand Prix 2024,KNOCKOUT,suzuka,RACE,CLOCKWISE,5.807,18,53,307.471,2024-04-05,02:30,2024-04-05,06:00,2024-04-06,02:30,2024-04-06,06:00
