driverId,position,points
max-verstappen,1,77
sergio-perez,2,64
charles-leclerc,3,59
carlos-sainz-jr,4,55
lando-norris,5,37
oscar-piastri,6,32
george-russell,7,24
fernando-alonso,8,24
lewis-hamilton,9,10
lance-stroll,10,9
yuki-tsunoda,11,7
oliver-bearman,12,6
nico-hulkenberg,13,3
kevin-magnussen,14,1
alexander-albon,15,0
guanyu-zhou,16,0
daniel-ricciardo,17,0
esteban-ocon,18,0
pierre-gasly,19,0
valtteri-bottas,20,0
logan-sargeant,21,0
