constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
ferrari,ferrari,23.8,charles-leclerc,1,pirelli,16
rb,honda-rbpt,17.7,yuki-tsunoda,2,pirelli,22
ferrari,ferrari,14.6,carlos-sainz-jr,3,pirelli,55
red-bull,honda-rbpt,8.3,sergio-perez,4,pirelli,11
mclaren,mercedes,8,lando-norris,5,pirelli,4
