time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:19.648,mercedes,mercedes,,,31,valtteri-bottas,1,pirelli,77
1:19.673,red-bull,honda,+0.025,+0.025,23,max-verstappen,2,pirelli,33
1:19.846,red-bull,honda,+0.173,+0.198,22,sergio-perez,3,pirelli,11
1:19.884,ferrari,ferrari,+0.038,+0.236,27,charles-leclerc,4,pirelli,16
1:19.967,mercedes,mercedes,+0.083,+0.319,32,lewis-hamilton,5,pirelli,44
1:20.444,alphatauri,honda,+0.477,+0.796,31,pierre-gasly,6,pirelli,10
1:20.529,williams,mercedes,+0.085,+0.881,29,george-russell,7,pirelli,63
1:20.635,mclaren,mercedes,+0.106,+0.987,26,lando-norris,8,pirelli,4
1:20.680,ferrari,ferrari,+0.045,+1.032,27,carlos-sainz-jr,9,pirelli,55
1:20.800,alpine,renault,+0.120,+1.152,27,esteban-ocon,10,pirelli,31
1:20.894,aston-martin,mercedes,+0.094,+1.246,29,lance-stroll,11,pirelli,18
1:20.995,mclaren,mercedes,+0.101,+1.347,31,daniel-ricciardo,12,pirelli,3
1:21.090,alphatauri,honda,+0.095,+1.442,28,yuki-tsunoda,13,pirelli,22
1:21.303,alpine,renault,+0.213,+1.655,31,fernando-alonso,14,pirelli,14
1:21.381,alfa-romeo,ferrari,+0.078,+1.733,25,kimi-raikkonen,15,pirelli,7
1:21.405,aston-martin,mercedes,+0.024,+1.757,31,sebastian-vettel,16,pirelli,5
1:21.806,alfa-romeo,ferrari,+0.401,+2.158,21,callum-ilott,17,pirelli,98
1:21.939,haas,ferrari,+0.133,+2.291,29,mick-schumacher,18,pirelli,47
1:22.293,williams,mercedes,+0.354,+2.645,29,nicholas-latifi,19,pirelli,6
1:24.224,haas,ferrari,+1.931,+4.576,29,nikita-mazepin,20,pirelli,9
