time,constructorId,engineManufacturerId,gridPenalty,driverId,position,tyreManufacturerId,driverNumber
1:18.348,mercedes,mercedes,,valtteri-bottas,1,pirelli,77
1:18.355,mercedes,mercedes,,lewis-hamilton,2,pirelli,44
1:18.746,red-bull,honda,,max-verstappen,3,pirelli,33
1:18.890,red-bull,honda,,sergio-perez,4,pirelli,11
1:19.039,ferrari,ferrari,,carlos-sainz-jr,5,pirelli,55
1:19.042,alpine,renault,,esteban-ocon,6,pirelli,31
1:19.116,mclaren,mercedes,,lando-norris,7,pirelli,4
1:19.306,ferrari,ferrari,,charles-leclerc,8,pirelli,16
1:19.475,alphatauri,honda,,pierre-gasly,9,pirelli,10
1:19.659,aston-martin,mercedes,,sebastian-vettel,10,pirelli,5
1:19.109,williams,mercedes,,george-russell,11,pirelli,63
1:19.216,alfa-romeo,ferrari,,antonio-giovinazzi,12,pirelli,99
1:19.456,alpine,renault,,fernando-alonso,13,pirelli,14
1:19.463,alphatauri,honda,,yuki-tsunoda,14,pirelli,22
1:19.812,alfa-romeo,ferrari,,kimi-raikkonen,15,pirelli,7
1:19.839,mclaren,mercedes,,daniel-ricciardo,16,pirelli,3
1:19.913,aston-martin,mercedes,,lance-stroll,17,pirelli,18
1:20.285,williams,mercedes,,nicholas-latifi,18,pirelli,6
1:20.452,haas,ferrari,,mick-schumacher,19,pirelli,47
1:20.912,haas,ferrari,,nikita-mazepin,20,pirelli,9
