constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
red-bull,honda,15.4,sergio-perez,1,pirelli,11
mercedes,mercedes,12.2,lewis-hamilton,2,pirelli,44
red-bull,honda,10.6,max-verstappen,3,pirelli,33
mclaren,mercedes,10.3,daniel-ricciardo,4,pirelli,3
alpine,renault,10,fernando-alonso,5,pirelli,14
