id,round,date,grandPrixId,officialName,qualifyingFormat,circuitId,circuitType,direction,courseLength,turns,laps,distance
1038,3,2021-05-02,portugal,Formula 1 Heineken Grande Prémio de Portugal 2021,KNOCKOUT,portimao,RACE,CLOCKWISE,4.653,15,66,306.826
