time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:19.837,mercedes,mercedes,,,33,lewis-hamilton,1,pirelli,44
1:19.980,red-bull,honda,+0.143,+0.143,26,max-verstappen,2,pirelli,33
1:20.181,mercedes,mercedes,+0.201,+0.344,28,valtteri-bottas,3,pirelli,77
1:20.197,ferrari,ferrari,+0.016,+0.360,33,carlos-sainz-jr,4,pirelli,55
1:20.220,alpine,renault,+0.023,+0.383,32,fernando-alonso,5,pirelli,14
1:20.235,alpine,renault,+0.015,+0.398,31,esteban-ocon,6,pirelli,31
1:20.360,ferrari,ferrari,+0.125,+0.523,33,charles-leclerc,7,pirelli,16
1:20.418,mclaren,mercedes,+0.058,+0.581,31,daniel-ricciardo,8,pirelli,3
1:20.427,aston-martin,mercedes,+0.009,+0.590,31,lance-stroll,9,pirelli,18
1:20.516,red-bull,honda,+0.089,+0.679,28,sergio-perez,10,pirelli,11
1:20.558,alphatauri,honda,+0.042,+0.721,34,pierre-gasly,11,pirelli,10
1:20.757,mclaren,mercedes,+0.199,+0.920,28,lando-norris,12,pirelli,4
1:20.976,williams,mercedes,+0.219,+1.139,32,george-russell,13,pirelli,63
1:21.053,alphatauri,honda,+0.077,+1.216,33,yuki-tsunoda,14,pirelli,22
1:21.074,aston-martin,mercedes,+0.021,+1.237,32,sebastian-vettel,15,pirelli,5
1:21.225,alfa-romeo,ferrari,+0.151,+1.388,22,kimi-raikkonen,16,pirelli,7
1:21.238,alfa-romeo,ferrari,+0.013,+1.401,32,antonio-giovinazzi,17,pirelli,99
1:21.537,haas,ferrari,+0.299,+1.700,29,mick-schumacher,18,pirelli,47
1:21.855,williams,mercedes,+0.318,+2.018,31,nicholas-latifi,19,pirelli,6
1:22.638,haas,ferrari,+0.783,+2.801,28,nikita-mazepin,20,pirelli,9
