constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
red-bull,rbpt,18,max-verstappen,1,pirelli,1
haas,ferrari,14.5,mick-schumacher,2,pirelli,47
mercedes,mercedes,12.7,george-russell,3,pirelli,63
ferrari,ferrari,8.6,charles-leclerc,4,pirelli,16
red-bull,rbpt,7.6,sergio-perez,5,pirelli,11
