q1,constructorId,q2,engineManufacturerId,interval,gap,q3,driverId,laps,position,tyreManufacturerId,driverNumber
1:29.474,ferrari,1:29.130,ferrari,,,1:28.796,charles-leclerc,25,1,pirelli,16
1:30.079,ferrari,1:29.729,ferrari,+0.190,+0.190,1:28.986,carlos-sainz-jr,26,2,pirelli,55
1:29.836,red-bull,1:29.202,rbpt,+0.005,+0.195,1:28.991,max-verstappen,18,3,pirelli,1
1:30.055,red-bull,1:29.673,rbpt,+0.045,+0.240,1:29.036,sergio-perez,21,4,pirelli,11
1:30.845,alfa-romeo,1:29.751,ferrari,+0.439,+0.679,1:29.475,valtteri-bottas,20,5,pirelli,77
1:30.388,mercedes,1:29.797,mercedes,+0.150,+0.829,1:29.625,lewis-hamilton,21,6,pirelli,44
1:30.779,alphatauri,1:30.128,rbpt,+0.065,+0.894,1:29.690,pierre-gasly,22,7,pirelli,10
1:30.761,mclaren,1:29.634,mercedes,+0.060,+0.954,1:29.750,lando-norris,22,8,pirelli,4
1:30.485,alphatauri,1:30.031,rbpt,+0.182,+1.136,1:29.932,yuki-tsunoda,21,9,pirelli,22
1:30.441,aston-martin,1:29.996,mercedes,+0.744,+1.880,1:30.676,lance-stroll,21,10,pirelli,18
1:30.407,alpine,1:30.160,renault,,,,fernando-alonso,14,11,pirelli,14
1:30.490,mercedes,1:30.173,mercedes,,,,george-russell,15,12,pirelli,63
1:30.677,aston-martin,1:30.214,mercedes,,,,sebastian-vettel,15,13,pirelli,5
1:30.583,mclaren,1:30.310,mercedes,,,,daniel-ricciardo,15,14,pirelli,3
1:30.645,haas,1:30.423,ferrari,,,,mick-schumacher,19,15,pirelli,47
1:30.975,haas,,ferrari,,,,kevin-magnussen,11,16,pirelli,20
1:31.020,alfa-romeo,,ferrari,,,,guanyu-zhou,9,17,pirelli,24
1:31.266,williams,,mercedes,,,,alexander-albon,10,18,pirelli,23
1:31.325,williams,,mercedes,,,,nicholas-latifi,10,19,pirelli,6
