time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:29.938,mercedes,mercedes,,,18,george-russell,1,pirelli,63
1:30.044,ferrari,ferrari,+0.106,+0.106,21,charles-leclerc,2,pirelli,16
1:30.150,red-bull,rbpt,+0.106,+0.212,19,sergio-perez,3,pirelli,11
1:30.179,mercedes,mercedes,+0.029,+0.241,18,lewis-hamilton,4,pirelli,44
1:30.372,alpine,renault,+0.193,+0.434,20,fernando-alonso,5,pirelli,14
1:30.535,mclaren,mercedes,+0.163,+0.597,20,lando-norris,6,pirelli,4
1:30.547,alphatauri,rbpt,+0.012,+0.609,20,pierre-gasly,7,pirelli,10
1:30.860,alfa-romeo,ferrari,+0.313,+0.922,24,guanyu-zhou,8,pirelli,24
1:30.861,alpine,renault,+0.001,+0.923,20,esteban-ocon,9,pirelli,31
1:30.921,haas,ferrari,+0.060,+0.983,19,kevin-magnussen,10,pirelli,20
1:30.964,ferrari,ferrari,+0.043,+1.026,9,carlos-sainz-jr,11,pirelli,55
1:31.208,mclaren,mercedes,+0.244,+1.270,23,daniel-ricciardo,12,pirelli,3
1:31.260,alphatauri,rbpt,+0.052,+1.322,23,yuki-tsunoda,13,pirelli,22
1:31.393,aston-martin,mercedes,+0.133,+1.455,23,sebastian-vettel,14,pirelli,5
1:31.587,haas,ferrari,+0.194,+1.649,21,mick-schumacher,15,pirelli,47
1:31.631,aston-martin,mercedes,+0.044,+1.693,23,lance-stroll,16,pirelli,18
1:31.710,williams,mercedes,+0.079,+1.772,21,alexander-albon,17,pirelli,23
1:32.913,williams,mercedes,+1.203,+2.975,14,nicholas-latifi,18,pirelli,6
,red-bull,rbpt,,,1,max-verstappen,19,pirelli,1
