time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:31.098,ferrari,ferrari,,,26,charles-leclerc,1,pirelli,16
1:31.169,mercedes,mercedes,+0.071,+0.071,23,george-russell,2,pirelli,63
1:31.277,red-bull,rbpt,+0.108,+0.179,14,max-verstappen,3,pirelli,1
1:31.301,red-bull,rbpt,+0.024,+0.203,22,sergio-perez,4,pirelli,11
1:31.498,alphatauri,rbpt,+0.197,+0.400,27,pierre-gasly,5,pirelli,10
1:31.528,ferrari,ferrari,+0.030,+0.430,25,carlos-sainz-jr,6,pirelli,55
1:31.854,williams,mercedes,+0.326,+0.756,20,alexander-albon,7,pirelli,23
1:31.956,mercedes,mercedes,+0.102,+0.858,23,lewis-hamilton,8,pirelli,44
1:32.559,haas,ferrari,+0.603,+1.461,20,kevin-magnussen,9,pirelli,20
1:32.592,mclaren,mercedes,+0.033,+1.494,21,daniel-ricciardo,10,pirelli,3
1:32.615,mclaren,mercedes,+0.023,+1.517,26,lando-norris,11,pirelli,4
1:32.884,alpine,renault,+0.269,+1.786,31,fernando-alonso,12,pirelli,14
1:33.020,alfa-romeo,ferrari,+0.136,+1.922,23,guanyu-zhou,13,pirelli,24
1:33.024,aston-martin,mercedes,+0.004,+1.926,24,sebastian-vettel,14,pirelli,5
1:33.417,alpine,renault,+0.393,+2.319,27,esteban-ocon,15,pirelli,31
1:33.576,aston-martin,mercedes,+0.159,+2.478,23,lance-stroll,16,pirelli,18
1:33.773,alfa-romeo,ferrari,+0.197,+2.675,13,valtteri-bottas,17,pirelli,77
1:34.043,alphatauri,rbpt,+0.270,+2.945,27,yuki-tsunoda,18,pirelli,22
1:34.945,haas,ferrari,+0.902,+3.847,20,mick-schumacher,19,pirelli,47
1:35.637,williams,mercedes,+0.692,+4.539,27,nicholas-latifi,20,pirelli,6
